header,class,mechanism,group,database
Tet|TetD|AB089602|1521-2705|1185|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETD,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETD,megares
gi|114386381|gb|DQ834728.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
Bla|OXA-57|AJ631966|1-810|810|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
Bla|IMP-10|AB074433|156-896|741|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP,megares
890|AJ746361.2|AJ746361|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME,megares
gi|1045658|gb|U37195.1|ECU37195|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
1191|AJ243491.1|AJ243491|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,megares
Bla|TEM-109|AY628175|211-1071|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
1848|AF156486.1|AF156486|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR,megares
Flq|QnrB60_1_AB734055|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,megares
gi|558607397|gb|KF705208.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV,megares
gi|402746983|gb|JX313020.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
CARD|phgb|KP109676|1022-1841|ARO:3003719|MSI-OXA|betalactams|Class_D_betalactamases|MSI-OXA,betalactams,Class D betalactamases,MSI-OXA,megares
gi|11321257|gb|AF305837.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
MLS|MsrC|AY004350|496-1974|1479|MLS|Macrolide_resistance_efflux_pumps|MSRC,MLS,Macrolide resistance efflux pumps,MSRC,megares
Bla|OXA-203|HQ998857|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
Bla|PER-4|EU748544|1-927|927|betalactams|Class_A_betalactamases|PER,betalactams,Class A betalactamases,PER,megares
Bla|CTX-M-8|AF189721|274-1119|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
Bla|CARB-6_1_AF030945|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB,megares
CARD|phgb|JQ727668|0-375|ARO:3000823|ramA|Multi-drug_resistance|MDR_regulator|RAMA,Multi-drug resistance,MDR regulator,RAMA,megares
CARD|phgb|AM941159|208-1069|ARO:3001022|TEM-156|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
AGly|3Aac6-Iae|AB104852|1935-2486|552|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,megares
Bla|GOB-10|AY647247|1-873|873|betalactams|Class_B_betalactamases|GOB,betalactams,Class B betalactamases,GOB,megares
Bla|OXA-320|KF151169|1-831|831|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
Bla|IMP-31_1_KF148593|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP,megares
Bla|TEM-183|HQ529916|111-971|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
Tet|TetL|FN435329|1-1377|1377|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETL,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETL,megares
CARD|phgb|L12710|0-549|ARO:3002556|AAC6-PRIME-Ii|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,megares
Flq|KJ158441.1|gene1|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,Fluoroquinolones,Quinolone resistance protein Qnr,QNRD,megares
gi|530540024|gb|KF361506.1|betalactams|Class_B_betalactamases|NDM,betalactams,Class B betalactamases,NDM,megares
Bla|LEN-17|DQ149134|1-861|861|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN,megares
1241|AY044436.1|AY044436|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
1538|unknown_id|unknown_name|Phenicol|Phenicol_efflux_pumps|FLOR,Phenicol,Phenicol efflux pumps,FLOR,megares
Bla|TEM-76|AF190694|209-1069|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
Bla|SHV-122|GQ290211|1-515|515|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV,megares
Bla|SHV-64|DQ174304|5-865|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV,megares
Bla|ACT-8|FN645445|1-1146|1146|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT,megares
Bla|TEM-20|EU527189|4132-4992|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
Gly|VanS-Pt_5_DQ018711|Glycopeptides|VanA-type_regulator|VANSA,Glycopeptides,VanA-type regulator,VANSA,megares
Met|nimE_1_AM042593|Metronidazole|nim_nitroimidazole_reductase|NIME,Metronidazole,nim nitroimidazole reductase,NIME,megares
CARD|phgb|EU250284|4730-5426|ARO:3002927|vanRL|Glycopeptides|VanL-type_regulator|VANRL,Glycopeptides,VanL-type regulator,VANRL,megares
gi|388564827|gb|JQ733571.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY,megares
868|DQ022190.1|DQ022190|Glycopeptides|VanC-type_resistance_protein|VANC,Glycopeptides,VanC-type resistance protein,VANC,megares
AGly|AY123251|gene5|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,megares
Bla|IND-11|HM245379|57-788|732|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND,megares
CARD|phgb|HE650138|2186-2918|ARO:3003205|Erm43|MLS|23S_rRNA_methyltransferases|ERM,MLS,23S rRNA methyltransferases,ERM,megares
Flq|CP000675.2|gene3231|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,megares
Bla|TEM-45_1_X95401|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
Bla|cphA7|AY227053|1-765|765|betalactams|Class_B_betalactamases|CPHA,betalactams,Class B betalactamases,CPHA,megares
CARD|phgb|AM399080|1664-2150|ARO:3002835|lnuA|MLS|Lincosamide_nucleotidyltransferases|LNUA,MLS,Lincosamide nucleotidyltransferases,LNUA,megares
Bla|CTX-M-61|GU125683|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
CARD|phgb|AF121000|0-1155|ARO:3000183|tetZ|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETZ,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETZ,megares
MLS|ermC_12_Y09003|MLS|23S_rRNA_methyltransferases|ERMC,MLS,23S rRNA methyltransferases,ERMC,megares
Bla|CTX-M-49AY847145|82-957|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
Tet|tetM_1_X92947|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM,megares
gi|529283954|gb|KF131539.1|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM,megares
Bla|OKP-B-7|AM051156|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP,megares
Bla|TEM-53|AF104441|194-1054|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
Bla|LAT-1|X78117|122-1287|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY,megares
Bla|SHV-75|AM176550|31-891|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV,megares
gi|93277247|gb|DQ463751.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY,megares
Bla|mecA_2_FR823292|betalactams|Penicillin_binding_protein|PBP2,betalactams,Penicillin binding protein,PBP2,megares
gi|21262147|emb|AJ488303.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
Bla|CMY-110_1_AB872957|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY,megares
Flq|QnrB48|JQ762640|37-681|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,megares
Bla|OXA-322_1_KF203096|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
2|AY769962.1|AY769962|Multi-drug_resistance|Multi-drug_efflux_pumps|ADEB,Multi-drug resistance,Multi-drug efflux pumps,ADEB,megares
Bla|OXA-245|JX438001|1-798|798|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
CARD|phgb|NC_002516|779462-780101|ARO:3002679|catB7|Phenicol|Chloramphenicol_acetyltransferases|CAT,Phenicol,Chloramphenicol acetyltransferases,CAT,megares
MLS|ermC_16_AF019140|MLS|23S_rRNA_methyltransferases|ERMC,MLS,23S rRNA methyltransferases,ERMC,megares
Bla|KPC-1|AF297554|131-1012|882|betalactams|Class_A_betalactamases|KPC,betalactams,Class A betalactamases,KPC,megares
CARD|phgb|NC_010400|1365938-1369118|ARO:3000778|adeG|Multi-drug_resistance|Multi-drug_efflux_pumps|ADEG,Multi-drug resistance,Multi-drug efflux pumps,ADEG,megares
Sul|sul1_3_EU855787|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI,megares
Flq|CP003248.2|gene6|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,megares
Bla|TEM-1|JQ735917|1-861|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
AGly|aac6-prime-Ib-cr_1_DQ303918|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,megares
CARD|phgb|AM408573|10027-11077|ARO:3003441|cfrA|Phenicol|Florfenicol_methyltransferases|CFRA,Phenicol,Florfenicol methyltransferases,CFRA,megares
26|JN645776.1|JN645776|betalactams|Penicillin_binding_protein|PBP1A,betalactams,Penicillin binding protein,PBP1A,megares
gi|698174205|gb|KM087857.1|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP,megares
CARD|phgb|AM180355|2319373-2320111|ARO:3000375|ErmB|MLS|23S_rRNA_methyltransferases|ERM,MLS,23S rRNA methyltransferases,ERM,megares
gi|728797463|emb|LN515534.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV,megares
Fos|fosA_9_NZ_ACZD01000244|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,Fosfomycin,Fosfomycin thiol transferases,FOSA,megares
Bla|CTX-M-121|JN790862|245-1120|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
CARD|phgb|NC_007779|3974604-3975429|ARO:3000508|gadX|Multi-drug_resistance|MDR_regulator|GADX,Multi-drug resistance,MDR regulator,GADX,megares
Tet|tetL_5_D00006|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETL,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETL,megares
CARD|phgb|HG423149|39-915|ARO:3001962|CTX-M-103|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX,megares
Bla|SHV-95|EF373972|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV,megares
Bla|OXA_60_1_AY664506|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
Phe|FloR|AKLJ01000508|383-1597|1215|Phenicol|Phenicol_efflux_pumps|FLOR,Phenicol,Phenicol efflux pumps,FLOR,megares
gi|558607393|gb|KF513179.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM,megares
Bla|OXA-11|Z22590|155-955|801|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA,megares
RGI|gb|NC_000913.3|-|1908622-1908766|ARO:3003820|RequiresSNPConfirmation,,,,
RGI|gb|KP658477.1|+|0-729|ARO:3003808|RequiresSNPConfirmation,,,,
RGI|gb|CP006768.1|+|3513469-3514780|ARO:3003809|RequiresSNPConfirmation,,,,
RGI|gb|HG738867|+|2930707-2931298|ARO:3003893|RequiresSNPConfirmation,,,,
RGI|gb|HG738867|-|2786398-2788945|ARO:3003900|RequiresSNPConfirmation,,,,
RGI|gb|NC_016845.1|-|1904307-1904991|ARO:3003966|RequiresSNPConfirmation,,,,
RGI|gb|NC_016845.1|-|3727881-3728985|ARO:3003968|RequiresSNPConfirmation,,,,
RGI|gb|NC_002516.2|+|4843811-4844186|ARO:3004069|RequiresSNPConfirmation,,,,
RGI|gb|AY905613|+|0-1077|ARO:3004124|RequiresSNPConfirmation,,,,
RGI|gb|KY086517|+|0-1104|ARO:3004114|RequiresSNPConfirmation,,,,
RGI|gb|KJ699300|+|0-1056|ARO:3004117|RequiresSNPConfirmation,,,,
RGI|gb|BA000007|+|5101244-5102585|ARO:3004126|RequiresSNPConfirmation,,,,
RGI|gb|AF079766|+|786-1821|ARO:3004118|RequiresSNPConfirmation,,,,
RGI|gb|CP005927.1|+|4320303-4321494|ARO:3004128|RequiresSNPConfirmation,,,,
RGI|gb|NC_002695|+|2467330-2468077|ARO:3004127|RequiresSNPConfirmation,,,,
RGI|gb|AL513383|+|179218-179845|ARO:3003479|RequiresSNPConfirmation,,,,
RGI|gb|NC_002516.2|+|2807468-2808512|ARO:3000814|RequiresSNPConfirmation,,,,
RGI|gb|U00096|+|4277468-4277933|ARO:3003381|RequiresSNPConfirmation,,,,
RGI|gb|NC_000913.3|-|4277059-4277383|ARO:3003511|RequiresSNPConfirmation,,,,
RGI|gb|U00096|+|1619119-1619554|ARO:3003378|RequiresSNPConfirmation,,,,
RGI|gb|NC_000913.3|+|485760-486408|ARO:3003807|RequiresSNPConfirmation,,,,
RGI|gb|U00096|+|4166659-4168200|ARO:3003223|RequiresSNPConfirmation,,,,
RGI|gb|AL123456.3|+|1471846-1473382|ARO:3003481|RequiresSNPConfirmation,,,,
RGI|gb|AE006468|+|3570463-3572006|ARO:3003512|RequiresSNPConfirmation,,,,
RGI|gb|CP020418|+|383737-385288|ARO:3003495|RequiresSNPConfirmation,,,,
RGI|gb|NC_008596.1|-|3823614-3825143|ARO:3003544|RequiresSNPConfirmation,,,,
RGI|gb|NR_114659.1|+|1-1441|ARO:3003515|RequiresSNPConfirmation,,,,
RGI|gb|U00096|+|223771-225312|ARO:3003372|RequiresSNPConfirmation,,,,
RGI|gb|NC_008596.1|+|5027948-5029475|ARO:3003541|RequiresSNPConfirmation,,,,
RGI|gb|CU458896.1|+|1462398-1463901|ARO:3003237|RequiresSNPConfirmation,,,,
RGI|gb|AB001778.1|+|0-1507|ARO:3003485|RequiresSNPConfirmation,,,,
RGI|gb|U00096|+|3941808-3943349|ARO:3003333|RequiresSNPConfirmation,,,,
RGI|gb|X52922.1|+|0-1454|ARO:3003540|RequiresSNPConfirmation,,,,
RGI|gb|NC_002663.1|+|341427-342977|ARO:3003493|RequiresSNPConfirmation,,,,
RGI|gb|NR_044732.2|+|0-1477|ARO:3003503|RequiresSNPConfirmation,,,,
RGI|gb|NC_003112|+|60970-62514|ARO:3003497|RequiresSNPConfirmation,,,,
RGI|gb|NR_040847.1|+|0-1486|ARO:3003499|RequiresSNPConfirmation,,,,
RGI|gb|KY084523.1|+|0-1473|ARO:3003977|RequiresSNPConfirmation,,,,
RGI|gb|CP003904.1|-|1511156-1512657|ARO:3003510|RequiresSNPConfirmation,,,,
RGI|gb|NC_005353.1|+|38549-40023|ARO:3003978|RequiresSNPConfirmation,,,,
RGI|gb|NZ_CP009828.1|+|497113-500039|ARO:3004058|RequiresSNPConfirmation,,,,
RGI|gb|NC_004829.2|+|80510-83423|ARO:3004159|RequiresSNPConfirmation,,,,
RGI|gb|NG_041971.1|+|0-3156|ARO:3004138|RequiresSNPConfirmation,,,,
RGI|gb|NC_005353.1|-|148590-151993|ARO:3004132|RequiresSNPConfirmation,,,,
RGI|gb|AB162858.1|+|0-2975|ARO:3004134|RequiresSNPConfirmation,,,,
RGI|gb|AE014075.1|+|237159-240063|ARO:3004149|RequiresSNPConfirmation,,,,
RGI|gb|Y10819.1|+|1849-4984|ARO:3004161|RequiresSNPConfirmation,,,,
RGI|gb|NC_010397.1|+|1464207-1467319|ARO:3004163|RequiresSNPConfirmation,,,,
RGI|gb|NG_041979.1|+|0-3112|ARO:3004164|RequiresSNPConfirmation,,,,
RGI|gb|GU143889.1|+|0-3113|ARO:3004165|RequiresSNPConfirmation,,,,
RGI|gb|NR_076151.1|+|0-3103|ARO:3004166|RequiresSNPConfirmation,,,,
RGI|gb|NZ_CP019883.1|+|5018387-5021505|ARO:3004168|RequiresSNPConfirmation,,,,
RGI|gb|AB011184.1|+|0-3162|ARO:3004169|RequiresSNPConfirmation,,,,
RGI|gb|NZ_CP018138.1|+|1692408-1695312|ARO:3004170|RequiresSNPConfirmation,,,,
RGI|gb|NZ_CP012949.1|+|4334992-4338141|ARO:3004171|RequiresSNPConfirmation,,,,
RGI|gb|NR_076160.1|+|0-2940|ARO:3004174|RequiresSNPConfirmation,,,,
RGI|gb|CP011538.1|-|333282-336166|ARO:3004176|RequiresSNPConfirmation,,,,
RGI|gb|NC_021002.1|-|901870-904756|ARO:3004177|RequiresSNPConfirmation,,,,
RGI|gb|NR_077056.1|+|0-2905|ARO:3004179|RequiresSNPConfirmation,,,,
RGI|gb|X03407.1|+|2910-5815|ARO:3004180|RequiresSNPConfirmation,,,,
RGI|gb|NZ_CP015910.2|-|2512812-2515808|ARO:3004133|RequiresSNPConfirmation,,,,
RGI|gb|NR_076226.1|+|0-2912|ARO:3004546|RequiresSNPConfirmation,,,,
RGI|gb|NC_002516.2|+|5364070-5364736|ARO:3003582|RequiresSNPConfirmation,,,,
RGI|gb|AJ306389.1|-|636-1287|ARO:3003374|RequiresSNPConfirmation,,,,
RGI|gb|NC_000913.3|-|985893-986982|ARO:3003390|RequiresSNPConfirmation,,,,
RGI|gb|AP009048|+|3760295-3762710|ARO:3003303|RequiresSNPConfirmation,,,,
RGI|gb|AL123456|+|410837-412760|ARO:3003448|RequiresSNPConfirmation,,,,
RGI|gb|NC_003923|+|1278585-1279164|ARO:3003323|RequiresSNPConfirmation,,,,
RGI|gb|AL123456|-|4407527-4408202|ARO:3003470|RequiresSNPConfirmation,,,,
RGI|gb|AL123456|+|412756-414238|ARO:3003451|RequiresSNPConfirmation,,,,
RGI|gb|CP000647.1|-|622039-622621|ARO:3003380|RequiresSNPConfirmation,,,,
RGI|gb|CP003583|+|914819-915452|ARO:3003078|RequiresSNPConfirmation,,,,
RGI|gb|NC_002952|+|594518-598142|ARO:3003291|RequiresSNPConfirmation,,,,
RGI|gb|AL123456|-|2288680-2289241|ARO:3003394|RequiresSNPConfirmation,,,,
RGI|gb|AF469609|+|566-3353|ARO:3003297|RequiresSNPConfirmation,,,,
RGI|gb|CP003583|+|913745-914813|ARO:3003079|RequiresSNPConfirmation,,,,
RGI|gb|CP013009.1|-|1008840-1010292|ARO:3003092|RequiresSNPConfirmation,,,,
RGI|gb|NC_000962.3|-|2153888-2156111|ARO:3003392|RequiresSNPConfirmation,,,,
RGI|gb|AE000516|+|783533-783908|ARO:3003395|RequiresSNPConfirmation,,,,
RGI|gb|AL123456.3|-|2101650-2103042|ARO:3003461|RequiresSNPConfirmation,,,,
RGI|gb|NC_007795|+|2155375-2156860|ARO:3003074|RequiresSNPConfirmation,,,,
RGI|gb|FO834906.1|-|2325636-2326308|ARO:3003585|RequiresSNPConfirmation,,,,
RGI|gb|AL123456.3|-|1416180-1417347|ARO:3003455|RequiresSNPConfirmation,,,,
RGI|gb|CP003248|+|4243410-4246695|ARO:3003453|RequiresSNPConfirmation,,,,
RGI|gb|NC_008783|+|1406995-1409425|ARO:3003302|RequiresSNPConfirmation,,,,
RGI|gb|U75641|+|19-1066|ARO:3000464|RequiresSNPConfirmation,,,,
RGI|gb|CP003248|+|4240040-4243325|ARO:3003327|RequiresSNPConfirmation,,,,
RGI|gb|AL123456|+|1674201-1675011|ARO:3003393|RequiresSNPConfirmation,,,,
RGI|gb|AL450380|+|5228-7265|ARO:3003304|RequiresSNPConfirmation,,,,
RGI|gb|NC_002952|+|5036-6968|ARO:3003301|RequiresSNPConfirmation,,,,
RGI|gb|AE000516|+|1908741-1909548|ARO:3003445|RequiresSNPConfirmation,,,,
RGI|gb|AL123456|+|2518114-2519365|ARO:3003463|RequiresSNPConfirmation,,,,
RGI|gb|NC_009525.1|+|5239-7267|ARO:3003459|RequiresSNPConfirmation,,,,
RGI|gb|AH002539.2|+|1760-2945|ARO:3003368|RequiresSNPConfirmation,,,,
RGI|gb|U00096.3|-|2336792-2339420|ARO:3003294|RequiresSNPConfirmation,,,,
RGI|gb|NC_007779.1|-|3172159-3174052|ARO:3003316|RequiresSNPConfirmation,,,,
RGI|gb|CP000647|+|489264-489915|ARO:3003373|RequiresSNPConfirmation,,,,
RGI|gb|NC_020418.1|-|545199-547614|ARO:3003306|RequiresSNPConfirmation,,,,
RGI|gb|AL450380|+|296695-297550|ARO:3003389|RequiresSNPConfirmation,,,,
RGI|gb|AE000516.2|-|4318327-4319797|ARO:3003458|RequiresSNPConfirmation,,,,
RGI|gb|AL450380|+|7317-11067|ARO:3003298|RequiresSNPConfirmation,,,,
RGI|gb|NC_003197.2|-|4038867-4041282|ARO:3003307|RequiresSNPConfirmation,,,,
RGI|gb|NC_003197.2|-|4503985-4504309|ARO:3003383|RequiresSNPConfirmation,,,,
RGI|gb|AE016830.1|-|2790820-2791552|ARO:3003077|RequiresSNPConfirmation,,,,
RGI|gb|D67075.1|+|384-2376|ARO:3003314|RequiresSNPConfirmation,,,,
RGI|gb|AE009949|+|878481-879282|ARO:3003387|RequiresSNPConfirmation,,,,
RGI|gb|CP001138.1|-|613435-614017|ARO:3003379|RequiresSNPConfirmation,,,,
